episode,w_conn,w_mat,w_struct
106,9.688227616769566,1.0563570138776603,2.655804790505811
107,9.701213737456243,1.0693160348942663,2.699675999737881
108,9.716419526498434,1.0683160348942662,2.684406312883936
109,9.720407968252237,1.0894420562691998,2.7748588797959495
110,9.731230256064732,1.0884420562691997,2.752562599936373
111,9.725028531152942,1.0727939889141673,2.674547375038792
112,9.740123900172689,1.0717939889141672,2.6593691113057107
113,9.737386094118442,1.0901172172902893,2.7178726603993626
114,9.752527636832745,1.0891172172902894,2.7026349068260336
115,9.768139002707402,1.0714788073901798,2.670446497623196
116,9.784765769892328,1.0704788073901799,2.6474878308677474
117,9.782035850428136,1.0888186100873745,2.7079152323128497
118,9.799312051276857,1.0878186100873746,2.6984844132446897
119,9.796494134354298,1.1061017986209665,2.7587540078332062
120,9.812935278891082,1.1051017986209666,2.7383115093232115
121,9.822525795399297,1.093023493474882,2.661628491748626
122,9.798914735110362,1.092023493474882,2.492904457298496
123,9.799332730239689,1.1126574578421886,2.589423258295609
124,9.817952597499563,1.113636367151777,2.597143301103859
125,9.815229694379658,1.1319872385037593,2.657615477822854
126,9.833774650236208,1.1329614537740553,2.665273583839536
127,9.831383695533237,1.1329614537740553,2.5075971631683873
128,9.847592499091682,1.1339427981692976,2.5142840841761465
129,9.857720496702186,1.1339427981692976,2.4766188927383483
130,9.868501625399002,1.1329427981692974,2.4629221055975243
131,9.877100050840692,1.123304502985136,2.415683218205122
132,9.898225788942312,1.1242900115980599,2.4690190180553104
133,9.909179154198098,1.11330143944742,2.427645396617468
134,9.919730892944505,1.1123014394474202,2.4142285103891625
135,9.938866961042642,1.126765413947479,2.4792402513378566
136,9.949485537402605,1.125765413947479,2.465737826427186
137,9.961353581060777,1.1148018409073674,2.4158072954809873
138,9.972124228399354,1.1138018409073676,2.3961858907619176
139,9.968775387734778,1.1317358762090324,2.495711743446112
140,9.97937272878075,1.1307358762090323,2.4822329879847294
141,9.990236711568151,1.1197755508425373,2.4409918793511154
142,10.0,1.1207577077367963,2.5106224363440113
143,9.997880405116117,1.1388075475602246,2.570629696038732
144,10.0,1.1397821180899423,2.609328851861645
145,9.996269944547084,1.158022942982649,2.669520828600768
146,10.0,1.1570229429826488,2.6548430873429796
147,9.99620537162334,1.1752191078235719,2.7149090654607053
148,9.998791866925606,1.1761846773074751,2.720402602306895
149,9.998147941531956,1.1955558856792987,2.8645355579367107
150,10.0,1.1965129181482872,2.9246804158091053
151,9.99585277345381,1.2144203622040697,2.9839222812160946
152,10.0,1.2134203622040698,2.9686474777272305
153,9.995664240059705,1.236351590292573,3.1402862443722768
154,10.0,1.2353515902925731,3.1109122443413018
155,9.995357393025644,1.2530254739018774,3.170952265167454
156,10.0,1.2520254739018775,3.137985323485394
157,9.996079850717145,1.2703265756243418,3.2115672703303857
158,10.0,1.269326575624342,3.16383434119956
159,10.0,1.2546613095610657,3.074645981473993
160,10.0,1.2536613095610656,3.0412665760801842
161,10.0,1.2411486025781437,2.977727124248619
162,10.0,1.2401486025781439,2.946604449627368
163,10.0,1.2287888858905185,2.891028689146547
164,10.0,1.2277888858905184,2.8759313974910925
165,9.993300636040122,1.2465435392476358,2.9844358741090375
166,10.0,1.2474921242642472,3.016108382989757
167,10.0,1.2359843913494992,2.962576927941144
168,10.0,1.234984391349499,2.947343803387226
169,9.995806349142143,1.2528475935940702,3.006465000448794
170,10.0,1.2518475935940703,2.982077336862848
171,9.996135069525653,1.269690619725307,3.0660441427365104
172,10.0,1.268690619725307,3.0412587105316415
173,9.995439248145253,1.2864451633849985,3.1015648972035983
174,10.0,1.2854451633849986,3.0673217697610466
175,10.0,1.3096007039037376,3.189089991373021
176,10.0,1.3086007039037375,3.146435261775693
177,9.99778575119885,1.32777089795821,3.2812634228543303
178,10.0,1.3267708979582098,3.255041067200553
179,9.98099688620721,1.347820740386515,3.329100373414276
180,10.0,1.346820740386515,3.2810825081050603
181,9.995494816338459,1.365135260746702,3.3771129147238512
182,10.0,1.3641352607467019,3.322497314771175
183,10.0,1.379977150721953,3.343143647210643
184,10.0,1.378977150721953,3.2958633661672736
185,10.0,1.378977150721953,3.2000733863379516
186,10.0,1.377977150721953,3.163145583019123
187,10.0,1.3643040828269593,3.1098028050883495
188,10.0,1.3633040828269594,3.087708863933062
189,9.99533111767038,1.3809465370758676,3.1476743719775047
190,10.0,1.3799465370758675,3.1223426538269594
191,9.995277267992154,1.39752721993011,3.182109045668885
192,10.0,1.3965272199301102,3.1609690822107277
193,10.0,1.3839193920888841,3.095732568823423
194,10.0,1.382919392088884,3.061194146394161
195,10.0,1.397144336957378,3.1311472251455434
196,10.0,1.3980779223792728,3.199581667274778
197,9.99402545880705,1.416416969271897,3.276419199046481
198,10.0,1.415416969271897,3.2513048003349794
199,9.999245379114152,1.4330623474053308,3.3122417271741256
200,9.999044030444573,1.4339850972940196,3.3513026040850944
201,10.0,1.448323563297698,3.3792934469240814
202,10.0,1.449242182447187,3.3797938972520156
203,10.0,1.4357516879696144,3.2908632988303075
204,10.0,1.4347516879696145,3.2679199300293047
205,9.999784971129284,1.4542484178668056,3.331800865448289
206,10.0,1.4532484178668055,3.305241359968452
207,10.0,1.4370577028595828,3.2061048646444905
208,10.0,1.4360577028595827,3.149403099261866
209,10.0,1.4232012404436865,3.0783100404656207
210,10.0,1.4222012404436866,3.0374949242457308
211,9.995131726110563,1.4404494611931362,3.156837691782357
212,10.0,1.4394494611931363,3.118734002518818
213,9.99523750830799,1.4577147858435422,3.207983629899408
214,10.0,1.456714785843542,3.1822488276209833
215,10.0,1.4406335536873696,3.0730675517430033
216,10.0,1.4396335536873694,3.0392277314163425
217,10.0,1.4550800092930765,3.0934451649943115
218,10.0,1.4540800092930766,3.071427964111998
219,9.997538071241431,1.4713060653281274,3.1258526776873956
220,10.0,1.4703060653281272,3.1006686607597005
221,10.0,1.48880900111129,3.1344918384943523
222,10.0,1.4878090011112899,3.0822147214836697
223,10.0,1.5095202488277903,3.158407604139178
224,10.0,1.5085202488277902,3.1360856383100653
225,9.99520290279835,1.5260084604611999,3.1955742433653977
226,10.0,1.5250084604612,3.1699223249830037
227,9.996358006979037,1.5432396764579979,3.2714196629640546
228,10.0,1.542239676457998,3.2452621393001326
229,9.997451016921493,1.560637746944567,3.3201702236192276
230,10.0,1.559637746944567,3.296047025602725
231,10.0,1.569744240480659,3.357819480771308
232,10.0,1.568744240480659,3.3272416661529007
233,10.0,1.5544839170098277,3.2413702685423718
234,10.0,1.5534839170098276,3.218659091465405
235,10.0,1.5747399913479856,3.3335079813452246
236,10.0,1.5737399913479855,3.3070058664728954
237,10.0,1.5623625424024585,3.241177524382034
238,10.0,1.5613625424024584,3.2184672515454955
239,10.0,1.577339666147671,3.297868956214574
240,10.0,1.5763396661476712,3.24942911856131
241,10.0,1.5641942552691885,3.1930290771688394
242,10.0,1.5631942552691886,3.1579929642875424
243,9.994489141750599,1.5796861987634472,3.2436735330932147
244,10.0,1.5786861987634473,3.2176992750884565
245,10.0,1.5675708308078002,3.1550752947687286
246,10.0,1.5665708308078001,3.132768962143993
247,10.0,1.5665708308078001,3.1163515070873524
248,9.981409681987769,1.5674966846909055,3.193283075816303
249,9.988715608398236,1.5674966846909055,3.1420637872955024
250,10.0,1.5684214323551382,3.1338866948404203
251,10.0,1.5526937938810847,3.0412134674647495
252,10.0,1.5516937938810846,3.022919579077649
253,10.0,1.5343972248449842,2.890962200004928
254,9.994433018616746,1.5353359568737415,2.9408877310289103
255,10.0,1.5500755748744677,3.00898465569303
256,10.0,1.5510076218629394,3.0522314310120047
257,10.0,1.5621403846057242,3.089420969882158
258,10.0,1.5611403846057241,3.0674226481186926
259,10.0,1.5431984786466855,2.9480774733099127
260,10.0,1.5421984786466854,2.9328718756802337
261,10.0,1.5319181595177673,2.8791963935859157
262,10.0,1.5309181595177672,2.84167835809397
263,9.995795320548474,1.5487665064395397,2.900809924674315
264,10.0,1.5477665064395396,2.873898332556539
265,9.997185427082941,1.5682208045108932,2.972674188687901
266,10.0,1.5672208045108933,2.952333573404618
267,9.995641240522296,1.584911730473224,3.011004347694312
268,10.0,1.5858420218445053,3.0286866661316227
269,10.0,1.57420857593344,2.9923388645352627
270,10.0,1.5732085759334402,2.9773673020545477
271,9.995014109542428,1.5908368863123963,3.0811070715392024
272,9.998713534246631,1.5917633888323128,3.2524330941620065
273,9.991916604058277,1.6094680346776866,3.351011926804749
274,10.0,1.6084680346776867,3.304775229605367
275,10.0,1.594496932405738,3.227851249633414
276,10.0,1.593496932405738,3.205639254641746
277,9.997915093221682,1.6120189219680223,3.2770773855316637
278,10.0,1.6110189219680222,3.2291431278421916
279,9.995658749526925,1.628239824532982,3.285154523519154
280,10.0,1.6272398245329822,3.249166327282427
281,10.0,1.644323253419844,3.3259733942936336
282,10.0,1.6433232534198439,3.2918711635587568
283,9.995216926877138,1.6604709223489098,3.3488621463713772
284,10.0,1.65947092234891,3.3154903817889245
285,10.0,1.6459745053094852,3.2306403447089798
286,10.0,1.6449745053094853,3.2079795060230785
287,10.0,1.654077742957659,3.2211896477936346
288,10.0,1.6530777429576589,3.156468760282205
289,10.0,1.6622121744686713,3.1699968880770233
290,9.991474020978888,1.6612121744686714,3.0592821767129315
291,9.987455263681568,1.6787429259853475,3.118944066575867
292,10.0,1.6777429259853474,3.059000909953774
293,9.99523003481644,1.6952613001973462,3.1186269835903206
294,10.0,1.694261300197346,3.0841748131746582
295,9.995101450251761,1.7133027562180556,3.180366829553108
296,9.995646889403012,1.7123027562180555,3.0214819834871967
297,9.999327637133957,1.6937649961448984,2.9466650080347145
298,10.0,1.6946929880919468,2.9919128181055035
299,9.995531365513456,1.712268954342472,3.0502641751951054
300,10.0,1.7112689543424722,2.977306880552212
301,9.999604450462385,1.7301124670471393,3.0463444010146965
302,10.0,1.7291124670471394,3.0088579767533177
303,10.0,1.7174490378148284,2.955399477176786
304,9.991306656930803,1.7183753953890788,2.996923553080708
305,9.987568338797287,1.7359371965659705,3.0552352094050175
306,9.994216440301548,1.736857886578896,3.121359916557468
307,10.0,1.736857886578896,3.170727339993772
308,10.0,1.7358578865788958,3.1483475773255667
309,10.0,1.7240393234031572,3.0932539164558346
310,10.0,1.7230393234031571,3.0712376127973844
311,10.0,1.7112297718215146,3.016905076347848
312,10.0,1.7102297718215147,2.953030226940966
313,9.99557196318716,1.7278484251247945,3.0115127679524196
314,10.0,1.7268484251247944,2.9870911326606873
315,10.0,1.7268484251247944,3.0012360893470635
316,10.0,1.7258484251247945,2.9752722571096752
317,10.0,1.7400066019376772,3.0650192491611117
318,10.0,1.7390066019376773,3.04313540569026
319,10.0,1.753632045113727,3.121549606706612
320,10.0,1.7526320451137272,3.0994005565773177
321,9.997716484115085,1.769603699568454,3.151852193690133
322,10.0,1.768603699568454,3.111663016708949
323,10.0,1.752846138223557,3.0156518604666975
324,10.0,1.7518461382235568,2.9939996192846015
325,9.994230573332864,1.768556778655551,3.0504272630556675
326,10.0,1.767556778655551,3.0207224365741805
327,10.0,1.7560952330186725,2.961924318696176
328,10.0,1.7570193320410867,3.0338445502764855
329,10.0,1.771934037947004,3.1322947336081213
330,10.0,1.770934037947004,3.104866716343328
331,9.997473157254246,1.789556338919314,3.2052329699044124
332,10.0,1.7885563389193142,3.179518471238918
333,9.997440566201284,1.8058548916989188,3.2758129126998328
334,10.0,1.8048548916989187,3.244535173603199
335,9.994939962143109,1.8219959655679825,3.302931672486048
336,10.0,1.8209959655679824,3.262606106170773
337,9.995730327048186,1.8398412517096343,3.33226986806576
338,10.0,1.8388412517096342,3.2990134881189896
339,10.0,1.8519172833207191,3.3343416505353236
340,10.0,1.8528179703740264,3.338821495162446
341,10.0,1.8528179703740264,3.348609107841659
342,10.0,1.8518179703740263,3.332023258871446
343,10.0,1.8382023548194368,3.250733885410819
344,10.0,1.8372023548194367,3.201579348749555
345,10.0,1.8510291534701637,3.2491041431942986
346,10.0,1.8500291534701638,3.2073083966911673
347,10.0,1.8660344594974378,3.273439853453515
348,10.0,1.865034459497438,3.2505782250470117
349,9.996956594603338,1.8826792228867655,3.3102813421348496
350,10.0,1.8816792228867656,3.2835266660222864
351,9.99729268319665,1.8995152621440705,3.3363453770301765
352,10.0,1.8985152621440706,3.3235406197439685
353,10.0,1.886155215584913,3.2526261943523043
354,10.0,1.885155215584913,3.2173024894772975
355,9.9949394099119,1.9022971128692046,3.2757205190804255
356,10.0,1.9012971128692044,3.2474864051197923
357,9.994898192300813,1.9183751879461448,3.305691903083846
358,10.0,1.9192740866277473,3.3450081384495514
359,10.0,1.9066896283172903,3.3073372976953537
360,10.0,1.9056896283172904,3.257324994554767
361,9.998182507001482,1.9237923745101053,3.327714560198277
362,10.0,1.9227923745101054,3.301182043636948
363,10.0,1.9427077940631978,3.374671932280227
364,10.0,1.941707794063198,3.3541595224263094
365,10.0,1.9540569433955821,3.4039733297458574
366,10.0,1.9530569433955822,3.3732185153435568
367,10.0,1.9405529717319272,3.3049499576213437
368,10.0,1.9414506965854597,3.3122412082435733
369,10.0,1.9298613482255842,3.2448257922499897
370,10.0,1.9288613482255843,3.1957607866623055
371,10.0,1.9114590806151532,3.0968902232118656
372,10.0,1.9104590806151531,3.0590335221188147
373,10.0,1.8975160091169094,2.980684690982057
374,10.0,1.8965160091169095,2.9654171892026486
375,9.998578865781456,1.9154500875582492,3.043926612652127
376,10.0,1.914450087558249,3.0128947062035207
377,9.99636648012376,1.9326440466757593,3.0769516574764317
378,10.0,1.9316440466757592,3.0433553380968044
379,10.0,1.9190272975370837,2.982588868496709
380,10.0,1.9199422167287818,3.0172097980577415
381,10.0,1.9199422167287818,2.9339048950972693
382,10.0,1.9208595243731905,2.9500123402510203
383,9.995472694664928,1.938376280793178,3.009497525582066
384,10.0,1.9373762807931778,2.9850892534824487
385,9.995425929079833,1.9548344860833144,3.0431303143001642
386,10.0,1.9538344860833143,3.018497259065391
387,9.997309325429118,1.9708351889015252,3.07646777158706
388,10.0,1.969835188901525,3.04039044213744
389,10.0,1.982406565353544,3.0778002830698488
390,10.0,1.9833135550111232,3.100613946871586
391,9.998303796509518,2.0008367799148106,3.168041825766075
392,10.0,1.9998367799148107,3.142576329467274
393,10.0,1.9877427074011207,3.0734965073861584
394,10.0,1.9867427074011208,3.0515728936852176
395,10.0,2.0000040421271947,3.145827236926474
396,10.0,1.9990040421271948,3.123564290663048
397,10.0,1.9822861248329833,3.0058888395312233
398,10.0,1.9812861248329832,2.984282400609559
399,10.0,1.9986267468819685,3.095601312359207
400,10.0,1.9995320354790063,3.117688275841528
401,10.0,2.01305278471208,3.1886019550727
402,10.0,2.01205278471208,3.158031739561249
403,9.984351634815061,2.033178882637199,3.3084500926260874
404,10.0,2.034072114155739,3.3518769715630965
405,10.0,2.044218746851643,3.402327845104651
406,10.0,2.043218746851643,3.3699476911814985
407,10.0,2.0651422127853944,3.3921067528550584
408,10.0,2.0641422127853946,3.365626810963465
409,10.0,2.0483994827224987,3.289974974661682
410,10.0,2.0492925639996296,3.359256093593868
411,10.0,2.036766388760232,3.3240334054404554
412,10.0,2.035766388760232,3.3009344223197097
413,10.0,2.022363687473399,3.224138876775433
414,10.0,2.021363687473399,3.1809174092088495
415,10.0,2.009208606775248,3.1235176768866113
416,10.0,2.0082086067752485,3.0966501349414703
417,9.995035842481645,2.0254855951718964,3.1555499317001967
418,10.0,2.026386642678703,3.1875838268593153
419,10.0,2.042540320876237,3.2581857443844235
420,10.0,2.041540320876237,3.2298601357288295
421,10.0,2.041540320876237,3.247617736067265
422,10.0,2.040540320876237,3.2163848327655433
423,10.0,2.0503078100337024,3.2415483243409144
424,10.0,2.0512032172269836,3.2902958704482614
425,10.0,2.0512032172269836,3.3264890657941466
426,10.0,2.0502032172269837,3.3033785621823775
427,9.997363377179735,2.067187341942904,3.3703135143053142
428,10.0,2.066187341942904,3.3449647762587214
429,10.0,2.0750600242772177,3.384084312010415
430,10.0,2.074060024277218,3.350839349112224
431,10.0,2.061532779962918,3.3156171693712713
432,10.0,2.0605327799629176,3.2954457699647404
433,10.0,2.071032284582012,3.354216495449081
434,10.0,2.070032284582012,3.3382350230927433
435,10.0,2.081463772297761,3.369062759069578
436,10.0,2.082351245971193,3.367955924557553
437,10.0,2.068501700324851,3.319069722901859
438,10.0,2.0675017003248506,3.2959940264135845
439,10.0,2.0561052039503736,3.2389977949649933
440,10.0,2.055105203950373,3.2162977481164035
441,9.996667232560084,2.0729675431368344,3.281995093085254
442,10.0,2.071967543136835,3.247541638926542
443,9.994449264686788,2.088344650815178,3.3320841661213323
444,10.0,2.0873446508151785,3.2851967492891383
445,10.0,2.0750117969397017,3.2236026845784322
446,10.0,2.074011796939702,3.1970852638105933
447,9.994887583282036,2.091076977679966,3.2552873691079407
448,9.97506753870391,2.090076977679966,3.206451787160298
449,9.983906505263636,2.1031391699614197,3.256051743329796
450,9.996402911876036,2.10213916996142,3.229962061964198
451,10.0,2.0908309006058317,3.1691506866756236
452,10.0,2.0917279015264674,3.202140140633594
453,10.0,2.0784884818775486,3.145215010155467
454,10.0,2.0774884818775488,3.1196595159151523
455,10.0,2.0615687147276436,3.022526646931234
456,10.0,2.0605687147276432,2.943246269279645
457,10.0,2.0605687147276432,2.925112088877983
458,10.0,2.059568714727644,2.85870195587042
459,10.0,2.0469526379152643,2.8057421992639937
460,10.0,2.0459526379152644,2.779429215337437
461,9.99562579496872,2.0636289531709577,2.8381519243033284
462,10.0,2.064543951611185,2.8900496997894916
463,10.0,2.0524351522318307,2.795167725041145
464,10.0,2.051435152231831,2.7802524235062487
465,10.0,2.040261554128441,2.7177200841938847
466,10.0,2.039261554128441,2.702951815454102
467,10.0,2.0281410879361412,2.650828074047365
468,10.0,2.029067139478042,2.6454920169671725
469,10.0,2.018372958646574,2.590053148898933
470,10.0,2.0193025373411966,2.597664973838611
471,10.0,2.0092655371878725,2.5422958834955085
472,10.0,2.010197959116838,2.550476629178176
473,10.0,2.020978131710244,2.6052768800955617
474,10.0,2.0219068189596534,2.6114006824087603
475,10.0,2.0108323109545307,2.5531688281267937
476,10.0,2.011764110897577,2.569111955104657
477,10.0,2.0340453845353412,2.715856229150829
478,10.0,2.0330453845353413,2.620239906202638
479,9.99575933624039,2.0510153417791646,2.6828773853601433
480,10.0,2.050015341779165,2.673876393325222
481,10.0,2.050015341779165,2.6541060436232473
482,10.0,2.0509401357098946,2.670049443654155
483,10.0,2.071064903331914,2.7336769298123635
484,10.0,2.0719846662402572,2.8002861254774007
485,10.0,2.060732345061002,2.7465505515316626
486,10.0,2.0597323450610023,2.7256689018715927
487,9.996220748107126,2.0774766736032637,2.7904280213515
488,10.0,2.0764766736032634,2.7755207253193075
489,9.995616020046928,2.0941428260922983,2.834219048941581
490,10.0,2.093142826092298,2.819228329790291
491,9.997579482275953,2.111850871096564,2.943319345667775
492,10.0,2.1108508710965648,2.9281222865705203
493,9.996810807448265,2.127914549098125,2.9704510689322223
494,10.0,2.1288196946010745,2.9997699796989847
495,10.0,2.1173210094831663,2.9335486519608263
496,10.0,2.1163210094831664,2.9032046284317494
497,9.995439233693121,2.133801638726604,2.9613542899256013
498,10.0,2.134706972145498,2.997458661997507
499,10.0,2.1457888079472216,3.065870048223538
500,10.0,2.1447888079472217,2.9779182080368995
501,9.996934266156174,2.161841088417452,3.029253978326847
502,10.0,2.160841088417452,2.993554763194113
503,9.995313766432721,2.1781639949597853,3.051221740301571
504,10.0,2.177163994959785,3.0175996160312804
505,10.0,2.1630516215244375,2.926926187624049
506,10.0,2.1620516215244376,2.9117607452866503
507,10.0,2.1822575976014837,2.9960408966311496
508,10.0,2.181257597601484,2.980744241402853
509,9.995319199974313,2.198588467484867,3.038440735315803
510,10.0,2.1975884674848674,3.019767327432478
511,9.998255170367395,2.2151654048190093,3.082562576908786
512,10.0,2.214165404819009,3.0058088829592298
513,10.0,2.1976217423919326,2.9006575402287345
514,10.0,2.196621742391933,2.8855419683923365
515,10.0,2.216500833518681,3.014865800767572
516,10.0,2.217399265186967,3.0275353078944858
517,10.0,2.206569681904951,2.970159517956806
518,10.0,2.205569681904951,2.9440908351646073
519,10.0,2.194646545537535,2.906975952029739
520,10.0,2.1955514644126564,2.957529803531235
521,9.992765519481026,2.2140585636332215,3.059614687218125
522,10.0,2.213058563633222,3.0219016950686686
523,10.0,2.198904923641048,2.9308920052714895
524,10.0,2.1979049236410475,2.91260949925601
525,10.0,2.209708177242721,2.97416118924511
526,10.0,2.208708177242721,2.9589060722031033
527,10.0,2.1967102599171873,2.918640607250613
528,10.0,2.1957102599171874,2.9034908949216187
529,10.0,2.1814985763346257,2.836019905185905
530,10.0,2.1804985763346254,2.8209643441830297
531,10.0,2.170363891149816,2.764380371982294
532,10.0,2.1693638911498168,2.730178343857575
533,10.0,2.1581664507731855,2.67865146861336
534,10.0,2.157166450773185,2.6639573708578346
535,9.995715274658215,2.174928593315288,2.722951336468924
536,10.0,2.1758437850133054,2.7921950757989733
537,10.0,2.164960605025901,2.7386042008567117
538,10.0,2.1658754267856075,2.8360097804111866
539,10.0,2.1518084378237616,2.737366948023652
540,10.0,2.1508084378237617,2.712523256820266
541,10.0,2.1632135808400363,2.752218978321498
542,10.0,2.162213580840036,2.711176166462856
543,10.0,2.186169204610468,2.856347377514388
544,10.0,2.1851692046104683,2.8078903430368247
545,10.0,2.173818444857103,2.7563433909417037
546,10.0,2.1728184448571035,2.7415017966275648
547,9.995611951936443,2.1904806490824953,2.800207547580139
548,10.0,2.189480649082495,2.785085976208473
549,10.0,2.2052043576622875,2.870644821371765
550,10.0,2.204204357662287,2.855586228081056
551,10.0,2.2149861515808418,2.8999012842977576
552,9.988951682850587,2.2139861515808414,2.822339051359951
553,9.985188553378421,2.2315283244281003,2.880690398116272
554,9.99996002130963,2.2305283244281005,2.865599013941906
555,10.0,2.2458750347117955,2.944508561809679
556,10.0,2.2448750347117956,2.9293097396870094
557,10.0,2.232940299559524,2.837769747534117
558,10.0,2.2319402995595246,2.8227735669127036
